X Y
Точки Y, D, O и F задают четырехугольник. YD = 23 см, YO = 22 см. Найти площадь данной фигуры.	[{"type": "quadrilateral", "name": YDOF}]
Последовательность точек B, P, L и A задаёт трапеция, при этом расстояние от B до P равно 9 см, а расстояние между B и L составляет 17 см. Найти периметр данной трапеция.	[{"type": "trapezoid", "name": BPLA}]
Основания четырехугольника VG = 8 см, YL = 12 см. Найти диагональ.	[{"type": "quadrilateral", "name": VGYL}]
Точки K, C, U и L задают трапеция. KC = 11 см, KU = 13 см. Найти площадь данной фигуры.	[{"type": "trapezoid", "name": KCUL}]
Точки S, X, I и K задают четырехугольник. SX = 3 см, SI = 9 см. Найти площадь данной фигуры.	[{"type": "quadrilateral", "name": SXIK}]
Последовательность точек C, F, W и E задаёт трапеция, при этом расстояние от C до F равно 10 см, а расстояние между C и W составляет 3 см. Найти периметр данной трапеция.	[{"type": "trapezoid", "name": CFWE}]
Точки S, G, I и A задают четырехугольник. SG = 6 см, SI = 25 см. Найти площадь данной фигуры.	[{"type": "quadrilateral", "name": SGIA}]
Если стороны треугольника TOB относятся как 3:4:5, найдите длину самой длинной стороны, если периметр равен 72 см.	[{"type": "triangle", "name": "TOB"}]
Определите периметр тупоугольного треугольника CSB со сторонами 30 см, 32 см и 38 см и остроугольного треугольника XMK с углами 30°, 60° и 90°	[{"type": "triangle", "name": "CSB"}, {"type": "triangle", "name": "XMK"}]
Найти периметр четырехугольника, основания которого XP = 9 см, GM = 6 см, а высота равна 2 см.	[{"type": "quadrilateral", "name": XPGM}]
Точки K, W, Q и H задают четырехугольник. KW = 21 см, KQ = 10 см. Найти площадь данной фигуры.	[{"type": "quadrilateral", "name": KWQH}]
Точки D, Y, U и H задают трапеция. DY = 12 см, DU = 8 см. Найти площадь данной фигуры.	[{"type": "trapezoid", "name": DYUH}]
Найдите площадь четырехугольника ZVTY, основание которого равно 12 см, а высота — 10 см.	[{"type": "quadrilateral", "name": "ZVTY"}]
Основания прямоугольника QF = 10 см, GC = 3 см. Найти диагональ.	[{"type": "rectangle", "name": QFGC}]
Найти периметр трапеции, основания которого GV = 19 см, PA = 18 см, а высота равна 10 см.	[{"type": "trapezoid", "name": GVPA}]
Основания трапеции XR = 11 см, AG = 8 см. Найти диагональ.	[{"type": "trapezoid", "name": XRAG}]
Основания квадрата XJ = 24 см, RD = 5 см. Найти диагональ.	[{"type": "square", "name": XJRD}]
Точки L, D, A и C задают квадрат. LD = 25 см, LA = 17 см. Найти площадь данной фигуры.	[{"type": "square", "name": LDAC}]
Определите, является ли треугольник SND прямоугольным, если гипотенуза равна 15 см, а длина одного катета 8 см.	[{"type": "triangle", "name": "SND"}]
Найдите длину стороны равностороннего треугольника ZNB, периметр которого равен 30 см.	[{"type": "triangle", "name": "ZNB"}]
